item_id,restaurant_id,item_name,global_item_id,cuisine,category,price,is_veg,is_bestseller,avg_weekly_orders
ITM01547,R0083,Special Medu Vada,MEDU_VADA,South Indian,Side,99,True,False,38
ITM01548,R0083,Premium Rasam,RASAM,South Indian,Extension,69,True,False,7
ITM01549,R0083,Special Veg Biryani,VEG_BIRYANI,Biryani,Main,259,True,False,34
ITM01550,R0083,Chef's Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,False,25
ITM01551,R0083,Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,179,True,False,32
ITM01552,R0083,Signature Lassi,LASSI,Beverage,Beverage,59,True,True,437
ITM01553,R0083,House Cold Coffee,COLD_COFFEE,Beverage,Beverage,109,True,False,39
ITM01554,R0083,Signature Sambar,SAMBAR,South Indian,Extension,49,True,False,22
ITM01555,R0083,Signature Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,249,False,False,22
ITM01556,R0083,Signature Salan,SALAN,Biryani,Extension,29,True,False,16
ITM01557,R0083,House Uttapam,UTTAPAM,South Indian,Main,149,True,False,26
ITM01558,R0083,Special Brownie,BROWNIE,Dessert,Dessert,99,True,False,40
ITM01559,R0083,Signature Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,109,True,False,23
ITM01560,R0083,Special Idli,IDLI,South Indian,Main,39,True,False,7
ITM01561,R0083,House Filter Coffee,FILTER_COFFEE,South Indian,Beverage,49,True,False,30
ITM01562,R0083,Special Payasam,PAYASAM,South Indian,Dessert,149,True,False,9
ITM01563,R0083,Spicy Shrikhand,SHRIKHAND,Dessert,Dessert,179,True,False,39
ITM01564,R0084,Premium Vada Pav,VADA_PAV,Indian Street,Main,59,True,False,27
ITM01565,R0084,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,209,True,False,1
ITM01566,R0084,Signature Brownie,BROWNIE,Dessert,Dessert,179,True,False,2
ITM01567,R0084,Signature Masala Pav,MASALA_PAV,Indian Street,Side,59,True,False,3
ITM01568,R0084,Premium Pav Bhaji,PAV_BHAJI,Indian Street,Main,119,True,False,29
ITM01569,R0084,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,179,True,False,39
ITM01570,R0084,Spicy Mango Lassi,MANGO_LASSI,Beverage,Beverage,119,True,False,26
ITM01571,R0084,House Masala Chaas,MASALA_CHAAS,Beverage,Beverage,79,True,True,228
ITM01572,R0084,Spicy Lassi,LASSI,Beverage,Beverage,89,True,True,293
ITM01573,R0084,Chef's Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,169,True,False,25
ITM01574,R0084,Premium Shrikhand,SHRIKHAND,Dessert,Dessert,189,True,True,360
ITM01575,R0084,Special Extra Pav,EXTRA_PAV,Indian Street,Extension,39,True,False,10
ITM01576,R0084,Kulfi,KULFI,Dessert,Dessert,109,True,False,9
ITM01577,R0085,Premium Cold Coffee,COLD_COFFEE,Beverage,Beverage,329,True,False,35
ITM01578,R0085,Premium Mango Lassi,MANGO_LASSI,Beverage,Beverage,189,True,True,174
ITM01579,R0085,Spicy Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,299,True,False,11
ITM01580,R0085,House Brownie,BROWNIE,Dessert,Dessert,349,True,False,7
ITM01581,R0085,Classic Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,559,False,False,2
ITM01582,R0085,House Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,569,False,False,21
ITM01583,R0085,Premium Lassi,LASSI,Beverage,Beverage,229,True,False,18
ITM01584,R0085,Chef's Shrikhand,SHRIKHAND,Dessert,Dessert,349,True,True,418
ITM01585,R0085,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,359,True,False,31
ITM01586,R0085,Salan,SALAN,Biryani,Extension,99,True,False,9
ITM01587,R0085,Signature Masala Chaas,MASALA_CHAAS,Beverage,Beverage,159,True,True,96
ITM01588,R0085,Spicy Veg Biryani,VEG_BIRYANI,Biryani,Main,529,True,False,15
ITM01589,R0085,House Kulfi,KULFI,Dessert,Dessert,159,True,False,22
ITM01590,R0086,Premium Butter Naan,BUTTER_NAAN,North Indian,Side,59,True,False,38
ITM01591,R0086,Signature Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,289,True,False,8
ITM01592,R0086,Signature Lassi,LASSI,Beverage,Beverage,79,True,True,115
ITM01593,R0086,Special Shrikhand,SHRIKHAND,Dessert,Dessert,149,True,True,244
ITM01594,R0086,Special Raita,RAITA,North Indian,Extension,49,True,False,20
ITM01595,R0086,Premium Masala Papad,MASALA_PAPAD,North Indian,Side,69,True,False,38
ITM01596,R0086,House Brownie,BROWNIE,Dessert,Dessert,139,True,False,25
ITM01597,R0086,Signature Caesar Salad,CAESAR_SALAD,Continental,Side,279,False,False,21
ITM01598,R0086,Premium Tiramisu,TIRAMISU,Continental,Dessert,289,True,False,9
ITM01599,R0086,House Dal Makhani,DAL_MAKHANI,North Indian,Main,329,True,False,7
ITM01600,R0086,Mango Lassi,MANGO_LASSI,Beverage,Beverage,159,True,True,54
ITM01601,R0086,Classic Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,159,True,False,21
ITM01602,R0086,Premium Boondi Raita,BOONDI_RAITA,North Indian,Side,69,True,False,19
ITM01603,R0086,Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,False,32
ITM01604,R0086,Chef's Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,349,True,False,10
ITM01605,R0086,Special Extra Bhatura,EXTRA_BHATURA,North Indian,Extension,79,True,False,10
ITM01606,R0086,Signature French Fries,FRENCH_FRIES,Continental,Side,89,True,False,39
ITM01607,R0086,Spicy Kulfi,KULFI,Dessert,Dessert,89,True,False,20
ITM01608,R0086,Cold Coffee,COLD_COFFEE,Beverage,Beverage,219,True,False,18
ITM01609,R0086,Kheer,KHEER,North Indian,Dessert,129,True,False,14
ITM01610,R0086,House Gulab Jamun,GULAB_JAMUN,North Indian,Dessert,79,True,False,19
ITM01611,R0086,Signature Paneer Butter Masala,PANEER_BUTTER_MASALA,North Indian,Main,259,True,False,4
ITM01612,R0087,House Medu Vada,MEDU_VADA,South Indian,Side,49,True,False,2
ITM01613,R0087,House Sambar,SAMBAR,South Indian,Extension,49,True,False,22
ITM01614,R0087,Signature Dosa,DOSA,South Indian,Main,149,True,False,31
ITM01615,R0087,House Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,False,26
ITM01616,R0087,Chef's Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,169,True,False,5
ITM01617,R0087,Premium Filter Coffee,FILTER_COFFEE,South Indian,Beverage,79,True,True,194
ITM01618,R0087,House Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,189,False,False,36
ITM01619,R0087,Classic Brownie,BROWNIE,Dessert,Dessert,139,True,False,7
ITM01620,R0087,Special Kulfi,KULFI,Dessert,Dessert,149,True,False,21
ITM01621,R0087,Chef's Payasam,PAYASAM,South Indian,Dessert,119,True,True,485
ITM01622,R0087,Classic Naan,NAAN,Mughlai,Side,69,True,False,30
ITM01623,R0087,Classic Mango Lassi,MANGO_LASSI,Beverage,Beverage,129,True,False,37
ITM01624,R0087,Masala Chaas,MASALA_CHAAS,Beverage,Beverage,79,True,True,276
ITM01625,R0087,Classic Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,349,False,False,19
ITM01626,R0087,Premium Idli,IDLI,South Indian,Main,79,True,False,14
ITM01627,R0087,Special Uttapam,UTTAPAM,South Indian,Main,199,True,False,13
ITM01628,R0087,Spicy Shrikhand,SHRIKHAND,Dessert,Dessert,189,True,False,24
ITM01629,R0087,House Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,149,True,False,10
ITM01630,R0087,Classic Cold Coffee,COLD_COFFEE,Beverage,Beverage,139,True,False,28
ITM01631,R0087,Spicy Lassi,LASSI,Beverage,Beverage,79,True,False,4
ITM01632,R0087,Rasam,RASAM,South Indian,Extension,79,True,False,23
ITM01633,R0088,Spicy Caesar Salad,CAESAR_SALAD,Continental,Side,259,False,False,3
ITM01634,R0088,House French Fries,FRENCH_FRIES,Continental,Side,169,True,False,16
ITM01635,R0088,Chef's Tiramisu,TIRAMISU,Continental,Dessert,259,True,False,32
ITM01636,R0088,Classic Masala Chaas,MASALA_CHAAS,Beverage,Beverage,39,True,False,39
ITM01637,R0088,House Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,119,True,True,384
ITM01638,R0088,Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,239,True,False,6
ITM01639,R0088,Chef's Mango Lassi,MANGO_LASSI,Beverage,Beverage,109,True,False,25
ITM01640,R0088,Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,249,False,True,373
ITM01641,R0088,Special Shrikhand,SHRIKHAND,Dessert,Dessert,139,True,False,24
ITM01642,R0088,Spicy Cold Coffee,COLD_COFFEE,Beverage,Beverage,129,True,False,8
ITM01643,R0088,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,99,True,False,6
ITM01644,R0088,Premium Brownie,BROWNIE,Dessert,Dessert,109,True,False,32
ITM01645,R0088,Garlic Bread,GARLIC_BREAD,Continental,Side,249,True,True,61
ITM01646,R0088,Spicy Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,289,True,False,18
ITM01647,R0088,Classic Lassi,LASSI,Beverage,Beverage,109,True,False,38
ITM01648,R0088,Naan,NAAN,Mughlai,Side,69,True,False,25
ITM01649,R0088,Chef's Kulfi,KULFI,Dessert,Dessert,109,True,False,28
ITM01650,R0088,Classic Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,339,False,False,37
ITM01651,R0089,Kulfi,KULFI,Dessert,Dessert,129,True,True,334
ITM01652,R0089,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,99,True,False,5
ITM01653,R0089,Spicy Shrikhand,SHRIKHAND,Dessert,Dessert,189,True,False,14
ITM01654,R0089,Classic Naan,NAAN,Mughlai,Side,49,True,False,12
ITM01655,R0089,Brownie,BROWNIE,Dessert,Dessert,189,True,False,1
ITM01656,R0089,Spicy Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,149,True,False,21
ITM01657,R0089,Classic Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,269,False,True,70
ITM01658,R0089,Premium Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,259,False,False,37
ITM01659,R0089,Spicy Mango Lassi,MANGO_LASSI,Beverage,Beverage,169,True,False,11
ITM01660,R0089,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,109,True,False,36
ITM01661,R0089,Spicy Lassi,LASSI,Beverage,Beverage,119,True,False,3
ITM01662,R0089,Chef's Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,True,113
ITM01663,R0090,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,149,True,False,35
ITM01664,R0090,Shrikhand,SHRIKHAND,Dessert,Dessert,79,True,True,121
ITM01665,R0090,Signature Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,119,True,False,21
ITM01666,R0090,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,False,39
ITM01667,R0090,Special Payasam,PAYASAM,South Indian,Dessert,149,True,False,7
ITM01668,R0090,Special Rasam,RASAM,South Indian,Extension,69,True,False,16
ITM01669,R0090,Classic Mango Lassi,MANGO_LASSI,Beverage,Beverage,89,True,False,13
ITM01670,R0090,Premium Dosa,DOSA,South Indian,Main,129,True,False,20
ITM01671,R0090,Premium Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,269,False,False,9
ITM01672,R0090,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,169,True,True,352
ITM01673,R0090,Classic Lassi,LASSI,Beverage,Beverage,109,True,False,18
ITM01674,R0090,House Brownie,BROWNIE,Dessert,Dessert,209,True,False,40
ITM01675,R0090,Chef's Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,159,False,False,5
ITM01676,R0090,House Idli,IDLI,South Indian,Main,89,True,False,17
ITM01677,R0090,House Naan,NAAN,Mughlai,Side,59,True,False,11
ITM01678,R0090,Spicy Medu Vada,MEDU_VADA,South Indian,Side,89,True,False,30
ITM01679,R0090,House Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,True,180
ITM01680,R0090,Premium Sambar,SAMBAR,South Indian,Extension,49,True,False,10
ITM01681,R0090,Chef's Filter Coffee,FILTER_COFFEE,South Indian,Beverage,49,True,False,5
ITM01682,R0090,Signature Uttapam,UTTAPAM,South Indian,Main,149,True,False,13
ITM01683,R0090,Classic Kulfi,KULFI,Dessert,Dessert,59,True,False,37
ITM01684,R0091,Spicy Salan,SALAN,Biryani,Extension,29,True,False,18
ITM01685,R0091,Spicy Veg Biryani,VEG_BIRYANI,Biryani,Main,289,True,True,322
ITM01686,R0091,House Cold Coffee,COLD_COFFEE,Beverage,Beverage,119,True,False,36
ITM01687,R0091,Signature Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,389,False,True,83
ITM01688,R0091,Signature Mango Lassi,MANGO_LASSI,Beverage,Beverage,169,True,False,6
ITM01689,R0091,Chef's Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,119,True,False,22
ITM01690,R0091,Premium Brownie,BROWNIE,Dessert,Dessert,179,True,False,10
ITM01691,R0091,Special Lassi,LASSI,Beverage,Beverage,59,True,False,18
ITM01692,R0091,House Shrikhand,SHRIKHAND,Dessert,Dessert,189,True,False,7
ITM01693,R0091,House Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,True,163
ITM01694,R0091,Spicy Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,89,True,False,7
ITM01695,R0091,Chef's Kulfi,KULFI,Dessert,Dessert,89,True,False,12
ITM01696,R0091,Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,279,False,False,38
ITM01697,R0092,House Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,249,True,False,21
ITM01698,R0092,Signature Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,109,True,True,142
ITM01699,R0092,House Tiramisu,TIRAMISU,Continental,Dessert,309,True,False,35
ITM01700,R0092,Classic Mutton Biryani,MUTTON_BIRYANI,Biryani,Main,289,False,True,294
ITM01701,R0092,Special Shrikhand,SHRIKHAND,Dessert,Dessert,149,True,False,17
ITM01702,R0092,Classic Brownie,BROWNIE,Dessert,Dessert,139,True,True,401
ITM01703,R0092,Classic Veg Biryani,VEG_BIRYANI,Biryani,Main,219,True,False,9
ITM01704,R0092,Chef's Caesar Salad,CAESAR_SALAD,Continental,Side,289,False,False,25
ITM01705,R0092,Signature Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,289,True,False,4
ITM01706,R0092,House Chicken Biryani,CHICKEN_BIRYANI,Biryani,Main,289,False,False,16
ITM01707,R0092,Classic Kulfi,KULFI,Dessert,Dessert,109,True,False,30
ITM01708,R0092,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,169,True,False,29
ITM01709,R0092,Chef's French Fries,FRENCH_FRIES,Continental,Side,119,True,False,30
ITM01710,R0092,House Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,149,True,False,18
ITM01711,R0092,Premium Mango Lassi,MANGO_LASSI,Beverage,Beverage,149,True,False,34
ITM01712,R0092,Spicy Garlic Bread,GARLIC_BREAD,Continental,Side,99,True,False,20
ITM01713,R0092,House Lassi,LASSI,Beverage,Beverage,89,True,False,20
ITM01714,R0092,Spicy Salan,SALAN,Biryani,Extension,29,True,False,21
ITM01715,R0092,Spicy Masala Chaas,MASALA_CHAAS,Beverage,Beverage,49,True,False,6
ITM01716,R0093,Classic French Fries,FRENCH_FRIES,Continental,Side,299,True,True,267
ITM01717,R0093,Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,229,True,False,31
ITM01718,R0093,Spicy Rasam,RASAM,South Indian,Extension,159,True,False,33
ITM01719,R0093,Special Medu Vada,MEDU_VADA,South Indian,Side,169,True,False,26
ITM01720,R0093,Premium Garlic Bread,GARLIC_BREAD,Continental,Side,469,True,False,40
ITM01721,R0093,House Kulfi,KULFI,Dessert,Dessert,119,True,False,1
ITM01722,R0093,Signature Uttapam,UTTAPAM,South Indian,Main,249,True,False,35
ITM01723,R0093,Special Brownie,BROWNIE,Dessert,Dessert,439,True,False,16
ITM01724,R0093,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,329,True,False,39
ITM01725,R0093,Premium Mango Lassi,MANGO_LASSI,Beverage,Beverage,339,True,False,11
ITM01726,R0093,Spicy Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,419,True,False,12
ITM01727,R0093,Classic Caesar Salad,CAESAR_SALAD,Continental,Side,559,False,False,24
ITM01728,R0093,Signature Idli,IDLI,South Indian,Main,149,True,False,33
ITM01729,R0093,House Filter Coffee,FILTER_COFFEE,South Indian,Beverage,79,True,False,4
ITM01730,R0093,House Payasam,PAYASAM,South Indian,Dessert,259,True,False,32
ITM01731,R0093,Signature Shrikhand,SHRIKHAND,Dessert,Dessert,309,True,True,137
ITM01732,R0093,Signature Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,479,True,False,8
ITM01733,R0093,Premium Cold Coffee,COLD_COFFEE,Beverage,Beverage,279,True,True,397
ITM01734,R0093,Spicy Tiramisu,TIRAMISU,Continental,Dessert,559,True,False,35
ITM01735,R0093,Chef's Lassi,LASSI,Beverage,Beverage,179,True,False,19
ITM01736,R0093,Chef's Dosa,DOSA,South Indian,Main,369,True,False,31
ITM01737,R0093,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,109,True,False,17
ITM01738,R0094,Special Masala Chaas,MASALA_CHAAS,Beverage,Beverage,89,True,True,232
ITM01739,R0094,Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,209,True,False,40
ITM01740,R0094,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,279,True,False,22
ITM01741,R0094,Spicy Kulfi,KULFI,Dessert,Dessert,169,True,False,23
ITM01742,R0094,Signature Extra Pav,EXTRA_PAV,Indian Street,Extension,69,True,False,1
ITM01743,R0094,House Shrikhand,SHRIKHAND,Dessert,Dessert,329,True,False,12
ITM01744,R0094,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,359,True,False,23
ITM01745,R0094,House Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,339,True,True,101
ITM01746,R0094,Premium Vada Pav,VADA_PAV,Indian Street,Main,109,True,False,32
ITM01747,R0094,Classic Lassi,LASSI,Beverage,Beverage,199,True,True,93
ITM01748,R0094,Spicy Pav Bhaji,PAV_BHAJI,Indian Street,Main,499,True,False,27
ITM01749,R0094,Special Masala Pav,MASALA_PAV,Indian Street,Side,139,True,False,32
ITM01750,R0094,Chef's Brownie,BROWNIE,Dessert,Dessert,419,True,False,10
ITM01751,R0095,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,159,True,False,7
ITM01752,R0095,Classic Garlic Bread,GARLIC_BREAD,Continental,Side,249,True,False,29
ITM01753,R0095,Signature Brownie,BROWNIE,Dessert,Dessert,269,True,False,9
ITM01754,R0095,Special Tiramisu,TIRAMISU,Continental,Dessert,279,True,False,28
ITM01755,R0095,Premium Vada Pav,VADA_PAV,Indian Street,Main,89,True,False,23
ITM01756,R0095,Premium Masala Chaas,MASALA_CHAAS,Beverage,Beverage,69,True,True,106
ITM01757,R0095,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,159,True,False,19
ITM01758,R0095,House Lassi,LASSI,Beverage,Beverage,119,True,False,9
ITM01759,R0095,Signature Cold Coffee,COLD_COFFEE,Beverage,Beverage,249,True,True,265
ITM01760,R0095,Classic Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,199,True,False,3
ITM01761,R0095,Shrikhand,SHRIKHAND,Dessert,Dessert,189,True,False,13
ITM01762,R0095,Spicy Pav Bhaji,PAV_BHAJI,Indian Street,Main,199,True,False,18
ITM01763,R0095,Extra Pav,EXTRA_PAV,Indian Street,Extension,29,True,False,27
ITM01764,R0095,Kulfi,KULFI,Dessert,Dessert,89,True,False,36
ITM01765,R0095,Signature French Fries,FRENCH_FRIES,Continental,Side,139,True,False,9
ITM01766,R0095,House Margherita Pizza,MARGHERITA_PIZZA,Continental,Main,439,True,False,26
ITM01767,R0095,Spicy Masala Pav,MASALA_PAV,Indian Street,Side,99,True,False,9
ITM01768,R0095,Special Pasta Arrabbiata,PASTA_ARRABBIATA,Continental,Main,329,True,True,105
ITM01769,R0095,Classic Caesar Salad,CAESAR_SALAD,Continental,Side,279,False,False,9
ITM01770,R0096,Chef's Idli,IDLI,South Indian,Main,109,True,True,198
ITM01771,R0096,Spicy Uttapam,UTTAPAM,South Indian,Main,329,True,False,32
ITM01772,R0096,Premium Payasam,PAYASAM,South Indian,Dessert,179,True,False,28
ITM01773,R0096,Classic Kulfi,KULFI,Dessert,Dessert,139,True,False,40
ITM01774,R0096,Classic Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,239,True,False,33
ITM01775,R0096,Chef's Naan,NAAN,Mughlai,Side,139,True,False,16
ITM01776,R0096,Chef's Filter Coffee,FILTER_COFFEE,South Indian,Beverage,129,True,False,8
ITM01777,R0096,House Sambar,SAMBAR,South Indian,Extension,59,True,False,16
ITM01778,R0096,Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,69,True,False,13
ITM01779,R0096,Classic Cold Coffee,COLD_COFFEE,Beverage,Beverage,329,True,False,7
ITM01780,R0096,Classic Butter Chicken,BUTTER_CHICKEN,Mughlai,Main,599,False,False,13
ITM01781,R0096,Spicy Mango Lassi,MANGO_LASSI,Beverage,Beverage,199,True,False,15
ITM01782,R0096,House Seekh Kebab,SEEKH_KEBAB,Mughlai,Side,489,False,False,9
ITM01783,R0096,Chef's Lassi,LASSI,Beverage,Beverage,239,True,True,69
ITM01784,R0096,Classic Brownie,BROWNIE,Dessert,Dessert,179,True,False,13
ITM01785,R0096,Special Medu Vada,MEDU_VADA,South Indian,Side,129,True,True,268
ITM01786,R0096,Premium Shrikhand,SHRIKHAND,Dessert,Dessert,219,True,False,40
ITM01787,R0096,Special Dosa,DOSA,South Indian,Main,219,True,False,6
ITM01788,R0096,House Masala Chaas,MASALA_CHAAS,Beverage,Beverage,119,True,False,25
ITM01789,R0096,Chef's Rasam,RASAM,South Indian,Extension,159,True,False,34
ITM01790,R0096,Premium Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,379,True,False,15
ITM01791,R0097,Signature Rasam,RASAM,South Indian,Extension,69,True,False,18
ITM01792,R0097,Signature Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,209,True,True,193
ITM01793,R0097,Premium Idli,IDLI,South Indian,Main,89,True,False,27
ITM01794,R0097,Special Dosa,DOSA,South Indian,Main,249,True,True,213
ITM01795,R0097,Special Brownie,BROWNIE,Dessert,Dessert,289,True,False,12
ITM01796,R0097,Special Mango Lassi,MANGO_LASSI,Beverage,Beverage,129,True,False,1
ITM01797,R0097,Premium Lassi,LASSI,Beverage,Beverage,89,True,False,21
ITM01798,R0097,Medu Vada,MEDU_VADA,South Indian,Side,129,True,False,19
ITM01799,R0097,Spicy Payasam,PAYASAM,South Indian,Dessert,189,True,False,18
ITM01800,R0097,Classic Sambar,SAMBAR,South Indian,Extension,79,True,True,270
ITM01801,R0097,Shrikhand,SHRIKHAND,Dessert,Dessert,119,True,False,17
ITM01802,R0097,Signature Kulfi,KULFI,Dessert,Dessert,149,True,False,24
ITM01803,R0097,Spicy Cold Coffee,COLD_COFFEE,Beverage,Beverage,249,True,False,20
ITM01804,R0097,Special Filter Coffee,FILTER_COFFEE,South Indian,Beverage,119,True,False,7
ITM01805,R0097,Classic Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,29,True,False,36
ITM01806,R0097,Signature Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,159,True,False,22
ITM01807,R0097,Signature Masala Chaas,MASALA_CHAAS,Beverage,Beverage,79,True,False,24
ITM01808,R0097,Chef's Uttapam,UTTAPAM,South Indian,Main,289,True,False,16
ITM01809,R0098,Premium Cold Coffee,COLD_COFFEE,Beverage,Beverage,239,True,False,13
ITM01810,R0098,Masala Chaas,MASALA_CHAAS,Beverage,Beverage,109,True,True,410
ITM01811,R0098,Spicy Idli,IDLI,South Indian,Main,179,True,False,7
ITM01812,R0098,Signature Shrikhand,SHRIKHAND,Dessert,Dessert,369,True,True,329
ITM01813,R0098,Choco Lava Cake,CHOCO_LAVA_CAKE,Dessert,Dessert,219,True,False,20
ITM01814,R0098,Classic Uttapam,UTTAPAM,South Indian,Main,349,True,False,13
ITM01815,R0098,Classic Kulfi,KULFI,Dessert,Dessert,289,True,False,3
ITM01816,R0098,House Payasam,PAYASAM,South Indian,Dessert,249,True,False,13
ITM01817,R0098,Chef's Vada Pav,VADA_PAV,Indian Street,Main,89,True,False,36
ITM01818,R0098,Signature Coconut Chutney,COCONUT_CHUTNEY,South Indian,Extension,59,True,False,36
ITM01819,R0098,Masala Pav,MASALA_PAV,Indian Street,Side,109,True,False,24
ITM01820,R0098,House Mango Lassi,MANGO_LASSI,Beverage,Beverage,279,True,False,8
ITM01821,R0098,Lassi,LASSI,Beverage,Beverage,169,True,False,5
ITM01822,R0098,Special Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,199,True,False,27
ITM01823,R0098,Chef's Medu Vada,MEDU_VADA,South Indian,Side,199,True,False,11
ITM01824,R0098,Chef's Pav Bhaji,PAV_BHAJI,Indian Street,Main,359,True,False,9
ITM01825,R0098,Special Rasam,RASAM,South Indian,Extension,129,True,False,3
ITM01826,R0098,House Filter Coffee,FILTER_COFFEE,South Indian,Beverage,179,True,False,13
ITM01827,R0098,Spicy Sambar,SAMBAR,South Indian,Extension,69,True,True,303
ITM01828,R0098,Dosa,DOSA,South Indian,Main,209,True,False,11
ITM01829,R0098,House Brownie,BROWNIE,Dessert,Dessert,429,True,False,33
ITM01830,R0098,House Extra Pav,EXTRA_PAV,Indian Street,Extension,49,True,False,36
ITM01831,R0099,Gulab Jamun,GULAB_JAMUN,North Indian,Dessert,129,True,False,1
ITM01832,R0099,Chef's Cold Coffee,COLD_COFFEE,Beverage,Beverage,199,True,False,33
ITM01833,R0099,Premium Boondi Raita,BOONDI_RAITA,North Indian,Side,99,True,False,20
ITM01834,R0099,Chef's Paneer Butter Masala,PANEER_BUTTER_MASALA,North Indian,Main,339,True,False,19
ITM01835,R0099,Spicy Masala Chaas,MASALA_CHAAS,Beverage,Beverage,49,True,False,36
ITM01836,R0099,Premium Virgin Mojito,VIRGIN_MOJITO,Beverage,Beverage,179,True,False,11
ITM01837,R0099,Premium Extra Bhatura,EXTRA_BHATURA,North Indian,Extension,69,True,True,73
ITM01838,R0099,Special Raita,RAITA,North Indian,Extension,69,True,False,19
ITM01839,R0099,Chef's Medu Vada,MEDU_VADA,South Indian,Side,89,True,False,10
ITM01840,R0099,Chef's Filter Coffee,FILTER_COFFEE,South Indian,Beverage,69,True,False,9
ITM01841,R0099,Premium Lassi,LASSI,Beverage,Beverage,89,True,False,4
ITM01842,R0099,Spicy Masala Papad,MASALA_PAPAD,North Indian,Side,59,True,False,14
ITM01843,R0099,Signature Rasam,RASAM,South Indian,Extension,49,True,False,1
ITM01844,R0099,Signature Butter Naan,BUTTER_NAAN,North Indian,Side,49,True,False,39
ITM01845,R0099,Spicy Dal Makhani,DAL_MAKHANI,North Indian,Main,269,True,False,21
ITM01846,R0099,Chef's Idli,IDLI,South Indian,Main,49,True,False,36
