order_id,user_id,restaurant_id,city,order_timestamp,items_ordered,total_value,payment_mode,was_late,rating_given,discount_applied
ORD003770,U0591,R0185,Mumbai,2024-04-07 12:49:00,"ITM03344,ITM03341",208,UPI,False,,0
ORD003771,U0439,R0087,Jaipur,2024-10-07 21:55:00,"ITM01630,ITM01621",258,UPI,False,5.0,0
ORD003772,U0975,R0065,Hyderabad,2023-08-11 17:01:00,"ITM01223,ITM01214,ITM01219",537,Card,False,,0
ORD003773,U0537,R0032,Bangalore,2024-01-12 17:34:00,"ITM00587,ITM00575",868,Wallet,False,4.0,27
ORD003774,U0429,R0017,Surat,2023-07-27 12:26:00,"ITM00300,ITM00315",528,Card,False,,0
ORD003775,U0472,R0219,Delhi,2023-01-21 07:05:00,ITM03941,139,UPI,False,5.0,0
ORD003776,U0203,R0156,Chandigarh,2024-10-13 15:47:00,"ITM02830,ITM02838,ITM02841,ITM02846",636,UPI,True,1.0,0
ORD003777,U0795,R0047,Kochi,2023-11-04 23:53:00,"ITM00882,ITM00889",268,UPI,False,,0
ORD003778,U0927,R0446,Hyderabad,2023-10-20 15:30:00,"ITM08134,ITM08135",198,Card,False,5.0,0
ORD003779,U0776,R0321,Kochi,2024-12-15 23:13:00,ITM05879,169,UPI,False,5.0,0
ORD003780,U0500,R0047,Kochi,2023-08-31 23:37:00,"ITM00889,ITM00888,ITM00896",367,COD,False,,0
ORD003781,U0602,R0274,Hyderabad,2024-04-28 19:33:00,"ITM04975,ITM04966",208,UPI,False,4.0,0
ORD003782,U0883,R0376,Lucknow,2023-09-12 08:34:00,"ITM06905,ITM06911",238,UPI,False,5.0,0
ORD003783,U0564,R0412,Bangalore,2023-03-19 13:45:00,"ITM07529,ITM07528,ITM07524,ITM07519",736,UPI,False,4.0,0
ORD003784,U0671,R0084,Pune,2024-11-05 15:51:00,"ITM01571,ITM01576,ITM01572,ITM01566",456,Card,False,,0
ORD003785,U0848,R0084,Pune,2024-04-08 14:54:00,"ITM01572,ITM01567",148,COD,False,4.0,72
ORD003786,U0812,R0474,Pune,2023-10-04 21:21:00,"ITM08611,ITM08618,ITM08624,ITM08616",596,UPI,False,,0
ORD003787,U0117,R0107,Hyderabad,2024-10-03 21:59:00,"ITM01991,ITM01997,ITM01993",427,UPI,False,5.0,0
ORD003788,U0159,R0230,Pune,2023-06-06 19:34:00,"ITM04153,ITM04145,ITM04138",477,UPI,False,,0
ORD003789,U0988,R0183,Surat,2023-10-15 15:53:00,"ITM03316,ITM03313,ITM03310",827,UPI,False,,0
ORD003790,U0263,R0056,Kochi,2023-05-15 22:07:00,"ITM01062,ITM01066,ITM01052,ITM01064",566,COD,False,4.0,0
ORD003791,U0531,R0101,Chandigarh,2024-04-03 07:35:00,"ITM01877,ITM01875",228,Card,False,5.0,0
ORD003792,U0904,R0366,Mumbai,2023-02-15 23:36:00,ITM06729,49,UPI,False,5.0,0
ORD003793,U0817,R0489,Chandigarh,2023-07-27 18:38:00,ITM08905,149,UPI,False,5.0,0
ORD003794,U0349,R0295,Hyderabad,2023-02-07 17:42:00,ITM05371,119,UPI,False,,0
ORD003795,U0870,R0438,Chandigarh,2024-06-15 20:39:00,"ITM08000,ITM07982",348,Card,False,,0
ORD003796,U0145,R0060,Jaipur,2024-01-26 13:37:00,"ITM01123,ITM01130",178,Wallet,False,,0
ORD003797,U0529,R0341,Delhi,2024-01-22 12:19:00,"ITM06242,ITM06234",118,UPI,False,5.0,0
ORD003798,U0190,R0268,Pune,2024-06-03 21:44:00,"ITM04854,ITM04855",178,Wallet,False,5.0,0
ORD003799,U0815,R0220,Mumbai,2023-02-28 20:26:00,ITM03955,89,UPI,False,5.0,0
ORD003800,U0196,R0024,Mumbai,2024-01-04 10:38:00,"ITM00434,ITM00429",228,UPI,False,5.0,0
ORD003801,U0667,R0465,Kochi,2024-03-01 08:20:00,"ITM08454,ITM08468",228,COD,True,3.0,0
ORD003802,U0036,R0359,Mumbai,2024-09-20 17:04:00,"ITM06584,ITM06588",148,UPI,False,,0
ORD003803,U0144,R0004,Delhi,2023-11-23 16:35:00,"ITM00066,ITM00075",248,Card,False,5.0,0
ORD003804,U0560,R0448,Surat,2024-11-24 10:48:00,ITM08162,139,Card,False,4.0,0
ORD003805,U0538,R0040,Lucknow,2023-04-04 19:29:00,"ITM00744,ITM00746,ITM00741,ITM00742",836,Card,False,4.0,0
ORD003806,U0290,R0460,Chandigarh,2023-06-28 16:45:00,"ITM08358,ITM08369,ITM08355",227,UPI,True,2.0,0
ORD003807,U0027,R0144,Hyderabad,2024-02-28 19:32:00,"ITM02636,ITM02633,ITM02624,ITM02630",416,UPI,True,3.0,0
ORD003808,U0342,R0307,Bangalore,2024-11-09 23:16:00,"ITM05599,ITM05598,ITM05607",367,Card,False,5.0,36
ORD003809,U0822,R0421,Surat,2023-05-18 19:53:00,ITM07684,89,Card,False,4.0,0
ORD003810,U0178,R0207,Bangalore,2024-12-28 15:31:00,"ITM03733,ITM03732,ITM03746",537,Card,False,,63
ORD003811,U0218,R0211,Mumbai,2023-03-16 07:43:00,"ITM03814,ITM03815,ITM03816,ITM03813,ITM03811",405,UPI,False,5.0,0
ORD003812,U0057,R0277,Delhi,2023-08-27 14:44:00,"ITM05024,ITM05025,ITM05022",187,UPI,False,4.0,0
ORD003813,U0048,R0441,Lucknow,2024-08-06 15:21:00,"ITM08040,ITM08039,ITM08046",737,Card,False,5.0,0
ORD003814,U0525,R0475,Bangalore,2023-06-30 19:35:00,ITM08630,39,UPI,False,4.0,0
ORD003815,U0570,R0419,Bangalore,2023-02-03 12:51:00,ITM07654,59,Card,False,5.0,0
ORD003816,U0869,R0402,Chandigarh,2023-10-13 22:10:00,"ITM07375,ITM07374,ITM07360,ITM07365,ITM07362",725,UPI,True,3.0,0
ORD003817,U0094,R0172,Mumbai,2023-04-18 19:10:00,"ITM03116,ITM03111,ITM03110,ITM03105,ITM03114",1525,UPI,False,5.0,0
ORD003818,U0366,R0416,Mumbai,2023-11-13 22:00:00,"ITM07586,ITM07596",328,UPI,False,,0
ORD003819,U0223,R0051,Delhi,2023-05-15 18:13:00,"ITM00970,ITM00985,ITM00972,ITM00974",466,Wallet,False,4.0,27
ORD003820,U0074,R0489,Chandigarh,2024-06-24 16:28:00,"ITM08899,ITM08914",658,Card,False,,0
ORD003821,U0806,R0337,Delhi,2023-11-12 16:45:00,ITM06169,109,COD,False,,0
ORD003822,U0251,R0488,Hyderabad,2024-05-20 21:33:00,ITM08889,89,UPI,False,5.0,0
ORD003823,U0565,R0252,Bangalore,2023-03-23 21:39:00,"ITM04550,ITM04567,ITM04561,ITM04562",826,COD,False,4.0,0
ORD003824,U0025,R0205,Lucknow,2023-08-12 12:54:00,"ITM03702,ITM03703,ITM03700,ITM03708",646,Wallet,False,,43
ORD003825,U0120,R0347,Mumbai,2023-12-19 23:55:00,"ITM06350,ITM06352,ITM06358",327,Card,False,5.0,0
ORD003826,U0172,R0473,Lucknow,2024-02-10 19:35:00,"ITM08608,ITM08606",408,UPI,False,5.0,0
ORD003827,U0106,R0144,Hyderabad,2024-08-11 17:14:00,"ITM02624,ITM02632,ITM02619,ITM02627",1006,UPI,False,,0
ORD003828,U0100,R0261,Delhi,2023-01-20 07:29:00,"ITM04732,ITM04717,ITM04723,ITM04716",806,UPI,False,,0
ORD003829,U0617,R0230,Pune,2023-11-28 12:14:00,"ITM04147,ITM04153",168,COD,False,5.0,0
ORD003830,U0889,R0082,Bangalore,2023-06-09 23:34:00,"ITM01535,ITM01530,ITM01541",567,UPI,False,5.0,0
ORD003831,U0019,R0013,Pune,2023-08-09 15:02:00,ITM00237,129,Card,False,4.0,0
ORD003832,U0031,R0452,Bangalore,2024-08-02 19:53:00,"ITM08236,ITM08229,ITM08226",457,Card,True,3.0,0
ORD003833,U0320,R0470,Mumbai,2023-03-18 09:24:00,"ITM08542,ITM08548,ITM08555,ITM08547",436,Card,False,5.0,0
ORD003834,U0397,R0057,Delhi,2024-12-22 08:52:00,"ITM01078,ITM01084",388,UPI,False,,0
ORD003835,U0413,R0347,Mumbai,2024-04-21 10:09:00,"ITM06357,ITM06349,ITM06358",257,COD,False,5.0,0
ORD003836,U0161,R0049,Delhi,2024-10-09 21:23:00,ITM00930,129,Wallet,False,,16
ORD003837,U0713,R0210,Lucknow,2024-03-20 18:53:00,ITM03795,79,UPI,True,1.0,0
ORD003838,U0707,R0375,Bangalore,2023-12-26 20:15:00,"ITM06880,ITM06893,ITM06886",1097,UPI,False,4.0,0
ORD003839,U0372,R0444,Kochi,2023-04-25 17:45:00,"ITM08100,ITM08105,ITM08116",697,UPI,False,,0
ORD003840,U0192,R0299,Delhi,2023-05-16 14:04:00,"ITM05435,ITM05450",308,COD,False,4.0,0
ORD003841,U0320,R0395,Mumbai,2024-01-22 07:31:00,"ITM07253,ITM07238",298,COD,False,,0
ORD003842,U0251,R0091,Hyderabad,2024-01-07 19:51:00,"ITM01693,ITM01687,ITM01691",517,Card,False,5.0,0
ORD003843,U0971,R0209,Delhi,2023-04-13 20:14:00,"ITM03772,ITM03765",288,Wallet,False,5.0,0
ORD003844,U0129,R0328,Bangalore,2024-08-28 17:28:00,"ITM05985,ITM05999,ITM05988",807,Card,False,4.0,17
ORD003845,U0886,R0202,Lucknow,2023-10-28 23:30:00,ITM03659,109,UPI,True,2.0,0
ORD003846,U0096,R0360,Bangalore,2023-07-26 17:36:00,"ITM06620,ITM06602",638,UPI,False,5.0,0
ORD003847,U0697,R0262,Pune,2024-02-29 14:15:00,"ITM04747,ITM04752,ITM04751,ITM04746",426,UPI,False,4.0,0
ORD003848,U0577,R0388,Chandigarh,2023-08-16 15:14:00,"ITM07127,ITM07125,ITM07117,ITM07132,ITM07123",805,Card,False,,0
ORD003849,U0677,R0377,Hyderabad,2024-05-07 21:12:00,"ITM06933,ITM06935,ITM06932",677,UPI,False,4.0,0
ORD003850,U0620,R0389,Surat,2024-08-25 14:55:00,ITM07136,229,Wallet,False,5.0,0
ORD003851,U0020,R0001,Chandigarh,2023-01-29 21:06:00,ITM00005,89,UPI,True,,0
ORD003852,U0402,R0080,Jaipur,2024-11-29 15:31:00,"ITM01491,ITM01501,ITM01503,ITM01493",506,UPI,False,5.0,0
ORD003853,U0045,R0059,Bangalore,2024-12-31 21:27:00,ITM01109,69,Card,False,5.0,0
ORD003854,U0247,R0440,Pune,2023-05-05 23:25:00,"ITM08036,ITM08019,ITM08024",617,UPI,False,5.0,0
ORD003855,U0006,R0228,Bangalore,2023-08-19 21:49:00,"ITM04110,ITM04118,ITM04108",277,Card,False,,0
ORD003856,U0649,R0022,Kochi,2024-01-05 21:24:00,ITM00385,409,Card,False,5.0,0
ORD003857,U0295,R0209,Delhi,2023-03-02 12:32:00,"ITM03769,ITM03778",208,Card,False,4.0,0
ORD003858,U0782,R0009,Pune,2023-05-24 13:10:00,"ITM00158,ITM00167,ITM00164",687,UPI,False,4.0,0
ORD003859,U0098,R0227,Hyderabad,2023-12-23 19:38:00,"ITM04095,ITM04098",258,UPI,False,5.0,0
ORD003860,U0561,R0460,Chandigarh,2023-01-08 10:47:00,"ITM08374,ITM08353,ITM08356",437,COD,False,,0
ORD003861,U0017,R0421,Surat,2024-05-13 14:02:00,"ITM07684,ITM07682",238,UPI,True,2.0,0
ORD003862,U0993,R0288,Mumbai,2023-05-03 20:24:00,"ITM05228,ITM05250",198,UPI,False,,69
ORD003863,U0485,R0436,Pune,2023-12-29 19:17:00,"ITM07951,ITM07957",188,Card,False,5.0,22
ORD003864,U0907,R0367,Chandigarh,2024-10-25 13:42:00,ITM06742,129,UPI,True,1.0,75
ORD003865,U0643,R0485,Hyderabad,2023-10-18 20:46:00,ITM08840,119,UPI,False,5.0,0
ORD003866,U0691,R0235,Hyderabad,2023-12-21 15:34:00,ITM04248,199,Card,False,5.0,0
ORD003867,U0892,R0480,Chandigarh,2024-07-25 22:50:00,"ITM08746,ITM08741",308,Card,False,,0
ORD003868,U0980,R0104,Bangalore,2023-01-11 13:56:00,"ITM01935,ITM01944",238,UPI,False,4.0,0
ORD003869,U0264,R0038,Delhi,2023-03-24 12:53:00,"ITM00701,ITM00697,ITM00715",327,UPI,False,4.0,0
ORD003870,U0393,R0313,Surat,2023-08-21 21:31:00,"ITM05708,ITM05709,ITM05712,ITM05719",616,Card,True,2.0,0
ORD003871,U0771,R0119,Pune,2023-04-01 09:18:00,"ITM02195,ITM02193",318,Card,False,4.0,0
ORD003872,U0740,R0137,Lucknow,2023-04-28 22:18:00,"ITM02510,ITM02509,ITM02506",267,UPI,False,5.0,37
ORD003873,U0066,R0446,Hyderabad,2023-10-31 14:37:00,"ITM08129,ITM08132,ITM08138,ITM08135,ITM08141",455,Card,False,5.0,0
ORD003874,U0364,R0002,Pune,2024-07-27 19:03:00,"ITM00025,ITM00032",288,UPI,False,4.0,12
ORD003875,U0437,R0096,Lucknow,2023-11-09 22:12:00,"ITM01781,ITM01785,ITM01770",437,UPI,False,5.0,0
ORD003876,U0435,R0271,Hyderabad,2023-05-19 17:44:00,"ITM04911,ITM04908",318,Card,True,1.0,0
ORD003877,U0608,R0197,Delhi,2023-07-28 10:40:00,"ITM03573,ITM03554",378,Card,False,4.0,0
ORD003878,U0039,R0488,Hyderabad,2024-09-16 19:36:00,ITM08882,49,UPI,False,5.0,0
ORD003879,U0963,R0496,Delhi,2023-09-25 14:03:00,"ITM09026,ITM09028",328,COD,False,5.0,0
ORD003880,U0535,R0412,Bangalore,2023-09-28 22:42:00,"ITM07528,ITM07517,ITM07526",827,UPI,False,,0
ORD003881,U0305,R0225,Hyderabad,2023-02-12 13:53:00,ITM04049,179,COD,False,4.0,63
ORD003882,U0007,R0441,Lucknow,2023-10-30 19:31:00,ITM08045,169,UPI,False,4.0,0
ORD003883,U0804,R0065,Hyderabad,2023-01-14 13:11:00,"ITM01219,ITM01215",638,Wallet,False,5.0,0
ORD003884,U0174,R0425,Chandigarh,2023-11-27 20:42:00,"ITM07751,ITM07759",238,COD,False,5.0,0
ORD003885,U0083,R0266,Hyderabad,2023-09-18 12:28:00,ITM04817,99,COD,True,2.0,0
ORD003886,U0191,R0128,Delhi,2024-07-13 19:58:00,"ITM02357,ITM02366,ITM02360",657,UPI,False,5.0,0
ORD003887,U0355,R0130,Mumbai,2023-03-12 22:23:00,"ITM02394,ITM02397,ITM02391",737,Card,False,,44
ORD003888,U0696,R0009,Pune,2023-04-09 22:15:00,"ITM00164,ITM00167,ITM00172",697,UPI,False,5.0,0
ORD003889,U0629,R0049,Delhi,2023-12-26 21:35:00,"ITM00934,ITM00942,ITM00937",297,Card,False,4.0,0
ORD003890,U0567,R0279,Delhi,2024-04-01 13:39:00,"ITM05052,ITM05057",268,UPI,False,4.0,0
ORD003891,U0217,R0163,Kochi,2024-09-25 19:01:00,"ITM02971,ITM02970,ITM02959,ITM02964",1116,Wallet,False,,0
ORD003892,U0780,R0492,Pune,2024-07-10 13:51:00,"ITM08958,ITM08956",428,UPI,False,5.0,0
ORD003893,U0434,R0186,Mumbai,2024-03-20 16:08:00,"ITM03365,ITM03361",668,UPI,True,1.0,0
ORD003894,U0801,R0427,Lucknow,2023-10-19 15:17:00,ITM07803,149,UPI,True,,0
ORD003895,U0739,R0371,Mumbai,2024-05-06 22:16:00,"ITM06804,ITM06822,ITM06818",327,UPI,False,5.0,0
ORD003896,U0569,R0309,Mumbai,2024-01-27 20:21:00,"ITM05632,ITM05633,ITM05642",467,UPI,True,1.0,0
ORD003897,U0569,R0015,Mumbai,2023-12-28 19:47:00,"ITM00273,ITM00264,ITM00261,ITM00265",836,Card,False,5.0,0
ORD003898,U0080,R0392,Jaipur,2023-09-11 08:22:00,"ITM07196,ITM07191",608,UPI,False,,0
ORD003899,U0480,R0118,Lucknow,2024-08-17 20:32:00,"ITM02178,ITM02174",348,Card,False,5.0,25
ORD003900,U0009,R0156,Chandigarh,2024-06-17 17:40:00,"ITM02843,ITM02838",308,Card,False,5.0,0
ORD003901,U0784,R0113,Mumbai,2023-09-14 13:33:00,"ITM02081,ITM02098",108,Card,False,,0
ORD003902,U0693,R0452,Bangalore,2023-06-06 21:43:00,"ITM08241,ITM08229",238,COD,False,,0
ORD003903,U0342,R0097,Bangalore,2023-01-12 23:11:00,ITM01800,79,UPI,False,5.0,79
ORD003904,U0780,R0036,Pune,2023-12-12 12:34:00,"ITM00665,ITM00661",298,UPI,False,4.0,0
ORD003905,U0882,R0159,Surat,2023-12-24 16:33:00,"ITM02889,ITM02894,ITM02893",687,Card,True,,0
ORD003906,U0877,R0194,Mumbai,2024-09-11 16:54:00,"ITM03510,ITM03513",418,UPI,False,5.0,0
ORD003907,U0200,R0158,Pune,2024-03-19 22:14:00,"ITM02874,ITM02878",788,COD,False,4.0,0
ORD003908,U0752,R0231,Hyderabad,2023-02-24 13:35:00,"ITM04167,ITM04163,ITM04166",277,COD,False,5.0,0
ORD003909,U0297,R0088,Jaipur,2023-04-18 10:40:00,"ITM01642,ITM01649",238,UPI,False,5.0,0
ORD003910,U0476,R0382,Hyderabad,2024-08-29 20:44:00,"ITM07016,ITM07018,ITM07007",627,UPI,False,5.0,0
ORD003911,U0892,R0027,Chandigarh,2024-08-18 19:47:00,"ITM00480,ITM00493",248,UPI,False,4.0,52
ORD003912,U0014,R0176,Mumbai,2023-04-14 23:02:00,"ITM03198,ITM03184",408,Card,False,5.0,0
ORD003913,U0363,R0327,Pune,2023-10-28 23:22:00,ITM05965,59,UPI,False,5.0,0
ORD003914,U0285,R0017,Surat,2024-03-22 12:56:00,"ITM00313,ITM00302",798,COD,False,5.0,41
ORD003915,U0523,R0210,Lucknow,2024-03-20 17:13:00,"ITM03787,ITM03788",118,UPI,True,3.0,0
ORD003916,U0659,R0184,Delhi,2023-09-09 19:49:00,"ITM03322,ITM03333,ITM03324,ITM03325,ITM03323",1595,Wallet,False,,0
ORD003917,U0709,R0041,Pune,2024-01-17 17:31:00,"ITM00770,ITM00762,ITM00771,ITM00773",716,COD,False,5.0,0
ORD003918,U0623,R0197,Delhi,2024-09-05 15:39:00,ITM03573,149,UPI,False,4.0,0
ORD003919,U0577,R0156,Chandigarh,2023-07-04 15:14:00,"ITM02838,ITM02847,ITM02831,ITM02841",696,Wallet,False,4.0,0
ORD003920,U0734,R0062,Mumbai,2023-08-12 20:16:00,"ITM01178,ITM01175",298,UPI,True,1.0,0
ORD003921,U0501,R0162,Lucknow,2023-07-15 19:36:00,"ITM02953,ITM02942",128,Wallet,False,5.0,0
ORD003922,U0042,R0257,Chandigarh,2024-02-23 15:48:00,ITM04648,249,Card,False,5.0,0
ORD003923,U0700,R0295,Hyderabad,2023-09-29 19:43:00,ITM05363,119,COD,False,,0
ORD003924,U0240,R0322,Kochi,2023-07-15 19:57:00,"ITM05886,ITM05900,ITM05884",597,Card,False,5.0,0
ORD003925,U0407,R0425,Chandigarh,2024-10-29 23:09:00,"ITM07754,ITM07756,ITM07751",397,COD,True,,0
ORD003926,U0973,R0364,Pune,2024-06-03 15:24:00,"ITM06698,ITM06692",258,UPI,False,5.0,0
ORD003927,U0561,R0075,Chandigarh,2024-10-18 10:02:00,"ITM01395,ITM01404,ITM01407",557,UPI,False,,0
ORD003928,U0955,R0418,Surat,2024-10-04 12:37:00,"ITM07618,ITM07617,ITM07614,ITM07632,ITM07624",845,UPI,False,,0
ORD003929,U0106,R0453,Hyderabad,2023-01-08 16:43:00,"ITM08243,ITM08247,ITM08251",497,UPI,True,2.0,33
ORD003930,U0887,R0191,Hyderabad,2024-03-14 13:28:00,ITM03451,99,UPI,False,5.0,0
ORD003931,U0747,R0320,Delhi,2023-08-09 15:15:00,"ITM05853,ITM05848",418,Card,False,,78
ORD003932,U0047,R0053,Delhi,2023-08-12 12:33:00,"ITM01005,ITM01009,ITM01014",557,UPI,True,,0
ORD003933,U0270,R0034,Mumbai,2023-10-22 16:12:00,ITM00622,159,COD,True,,0
ORD003934,U0353,R0402,Chandigarh,2023-05-03 22:47:00,"ITM07358,ITM07365",118,UPI,False,,28
ORD003935,U0424,R0202,Lucknow,2023-03-08 19:47:00,"ITM03662,ITM03659",188,Card,False,5.0,0
ORD003936,U0473,R0221,Delhi,2023-06-24 12:28:00,ITM03984,179,Card,False,4.0,0
ORD003937,U0262,R0094,Mumbai,2024-07-05 15:56:00,"ITM01747,ITM01745,ITM01738,ITM01746",736,Wallet,False,,0
ORD003938,U0811,R0100,Jaipur,2023-12-19 14:07:00,"ITM01863,ITM01865,ITM01864",1177,Wallet,False,,0
ORD003939,U0288,R0281,Delhi,2023-12-24 22:55:00,"ITM05089,ITM05098,ITM05084,ITM05094",766,UPI,False,5.0,67
ORD003940,U0925,R0332,Jaipur,2023-03-07 19:49:00,"ITM06065,ITM06080",318,Card,False,,0
ORD003941,U0406,R0423,Chandigarh,2024-06-30 21:37:00,"ITM07727,ITM07717,ITM07724,ITM07720",506,Card,False,4.0,0
ORD003942,U0415,R0229,Hyderabad,2023-08-25 22:40:00,ITM04119,99,Wallet,False,5.0,0
ORD003943,U0020,R0001,Chandigarh,2024-07-12 21:14:00,"ITM00003,ITM00005,ITM00016,ITM00011",936,UPI,False,5.0,0
ORD003944,U0200,R0158,Pune,2023-05-08 21:35:00,"ITM02872,ITM02873",468,COD,False,,0
ORD003945,U0684,R0180,Hyderabad,2024-04-30 18:47:00,"ITM03265,ITM03273",348,UPI,False,,0
ORD003946,U0912,R0348,Chandigarh,2024-02-19 21:57:00,"ITM06373,ITM06379",328,Wallet,True,2.0,0
ORD003947,U0011,R0186,Mumbai,2024-11-25 14:57:00,"ITM03357,ITM03365,ITM03358,ITM03366,ITM03361",1225,UPI,False,,0
ORD003948,U0071,R0469,Mumbai,2024-12-01 12:48:00,ITM08541,69,UPI,False,5.0,26
ORD003949,U0289,R0349,Delhi,2024-02-16 08:35:00,"ITM06398,ITM06394",258,UPI,False,,0
ORD003950,U0540,R0205,Lucknow,2024-03-18 07:29:00,"ITM03702,ITM03705",608,Wallet,False,,0
ORD003951,U0211,R0103,Mumbai,2024-12-10 22:02:00,ITM01922,189,UPI,False,,0
ORD003952,U0950,R0451,Surat,2024-04-13 20:48:00,"ITM08210,ITM08206",598,Card,False,5.0,0
ORD003953,U0855,R0122,Bangalore,2023-03-22 23:36:00,"ITM02252,ITM02263,ITM02247",917,UPI,False,,0
ORD003954,U0200,R0158,Pune,2024-06-12 19:12:00,ITM02871,149,UPI,False,5.0,0
ORD003955,U0933,R0079,Jaipur,2023-06-05 20:33:00,"ITM01465,ITM01480,ITM01485",227,UPI,True,,0
ORD003956,U0763,R0015,Mumbai,2023-11-09 09:00:00,"ITM00271,ITM00265,ITM00261,ITM00264,ITM00268",1075,UPI,False,5.0,0
ORD003957,U0235,R0172,Mumbai,2024-10-19 20:17:00,"ITM03114,ITM03111,ITM03110",1137,COD,False,,0
ORD003958,U0582,R0124,Mumbai,2024-11-01 19:25:00,ITM02294,339,Card,False,5.0,0
ORD003959,U0502,R0262,Pune,2023-09-19 13:46:00,ITM04746,119,Card,False,5.0,0
ORD003960,U0203,R0442,Chandigarh,2024-07-22 12:13:00,"ITM08068,ITM08060,ITM08075",337,Card,False,4.0,0
ORD003961,U0949,R0393,Lucknow,2024-05-01 20:56:00,"ITM07212,ITM07209,ITM07217,ITM07216",576,UPI,False,5.0,0
ORD003962,U0166,R0339,Jaipur,2024-12-13 12:35:00,"ITM06208,ITM06197,ITM06193,ITM06207",556,COD,False,4.0,0
ORD003963,U0373,R0385,Bangalore,2023-08-01 20:23:00,"ITM07071,ITM07065,ITM07068",457,COD,False,5.0,0
ORD003964,U0516,R0187,Hyderabad,2023-02-04 16:05:00,"ITM03381,ITM03380,ITM03382",597,COD,False,4.0,0
ORD003965,U0408,R0425,Chandigarh,2023-03-06 23:03:00,"ITM07753,ITM07758",278,UPI,False,5.0,0
ORD003966,U0245,R0333,Hyderabad,2024-05-30 21:04:00,"ITM06096,ITM06090,ITM06091",447,UPI,False,5.0,70
ORD003967,U0778,R0271,Hyderabad,2024-04-10 22:00:00,"ITM04911,ITM04910",248,Wallet,False,4.0,0
ORD003968,U0524,R0146,Chandigarh,2023-11-14 19:30:00,"ITM02662,ITM02666,ITM02664",497,Card,True,,0
ORD003969,U0164,R0153,Delhi,2024-12-08 18:16:00,"ITM02789,ITM02785",458,UPI,False,5.0,0
ORD003970,U0522,R0039,Kochi,2023-01-04 09:44:00,ITM00726,89,UPI,False,4.0,0
ORD003971,U0255,R0395,Mumbai,2024-03-03 22:34:00,"ITM07241,ITM07244,ITM07254",847,COD,False,4.0,0
ORD003972,U0178,R0461,Bangalore,2024-03-30 13:38:00,"ITM08379,ITM08385,ITM08377",257,Card,False,,79
ORD003973,U0337,R0211,Mumbai,2023-03-01 13:50:00,"ITM03810,ITM03813",158,Card,False,4.0,0
ORD003974,U0807,R0470,Mumbai,2024-10-23 19:17:00,"ITM08548,ITM08542,ITM08547,ITM08549,ITM08544",665,UPI,True,2.0,54
ORD003975,U0256,R0328,Bangalore,2023-11-21 20:52:00,"ITM06002,ITM05998,ITM05999",1137,Card,False,,0
ORD003976,U0793,R0179,Delhi,2024-08-27 20:15:00,ITM03242,159,UPI,False,4.0,0
ORD003977,U0044,R0256,Delhi,2023-06-21 21:52:00,"ITM04625,ITM04619",278,UPI,False,,0
ORD003978,U0524,R0367,Chandigarh,2023-04-12 19:21:00,"ITM06751,ITM06743",338,Wallet,False,5.0,0
ORD003979,U0819,R0465,Kochi,2023-08-25 19:52:00,"ITM08453,ITM08454",308,UPI,False,5.0,59
ORD003980,U0511,R0165,Kochi,2023-03-08 23:24:00,"ITM03000,ITM03001,ITM02989",647,UPI,False,5.0,0
ORD003981,U0039,R0180,Hyderabad,2023-10-11 19:54:00,"ITM03264,ITM03263",298,UPI,False,,0
ORD003982,U0155,R0282,Hyderabad,2023-01-01 09:18:00,"ITM05121,ITM05119,ITM05109",507,Card,False,5.0,23
ORD003983,U0909,R0087,Jaipur,2023-02-08 13:48:00,"ITM01614,ITM01626",228,COD,False,,0
ORD003984,U0430,R0427,Lucknow,2023-10-19 15:19:00,ITM07792,129,UPI,False,5.0,52
ORD003985,U0413,R0409,Mumbai,2023-08-08 10:34:00,"ITM07474,ITM07481,ITM07477",667,Wallet,False,5.0,64
ORD003986,U0720,R0156,Chandigarh,2024-05-06 20:51:00,"ITM02846,ITM02838,ITM02841",467,UPI,False,4.0,67
ORD003987,U0471,R0217,Bangalore,2023-01-26 15:48:00,ITM03910,139,Wallet,False,4.0,0
ORD003988,U0626,R0372,Pune,2024-10-17 07:45:00,"ITM06828,ITM06827",288,Card,False,4.0,0
ORD003989,U0418,R0307,Bangalore,2024-08-05 12:27:00,"ITM05588,ITM05596,ITM05599,ITM05601",656,UPI,False,5.0,0
ORD003990,U0792,R0101,Chandigarh,2023-10-26 19:44:00,"ITM01887,ITM01882,ITM01875",297,UPI,False,5.0,0
ORD003991,U0608,R0281,Delhi,2023-09-15 08:56:00,ITM05094,139,Card,False,5.0,0
ORD003992,U0415,R0484,Hyderabad,2024-12-26 20:43:00,"ITM08821,ITM08818,ITM08815",1417,UPI,False,4.0,0
ORD003993,U0488,R0325,Chandigarh,2024-03-02 12:57:00,"ITM05943,ITM05938",538,Card,False,5.0,0
ORD003994,U0279,R0232,Lucknow,2023-08-15 21:30:00,"ITM04183,ITM04184",278,Card,False,5.0,0
ORD003995,U0494,R0391,Bangalore,2024-05-22 21:36:00,"ITM07188,ITM07182,ITM07181",557,UPI,False,4.0,0
ORD003996,U0705,R0125,Bangalore,2023-12-14 18:14:00,"ITM02318,ITM02315",678,Card,False,5.0,0
ORD003997,U0076,R0351,Bangalore,2024-03-26 14:19:00,"ITM06442,ITM06438,ITM06447",767,UPI,False,,0
